adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0000005513-22-000165	5513	UNUM GROUP	6321	US	TN	CHATTANOOGA	37402	1 FOUNTAIN SQUARE		423-294-1011	US	TN	CHATTANOOGA	37402	1 FOUNTAIN SQUARE		US	DE	621598430	UNUMPROVIDENT CORP	19990702	1-LAF	0	1231	8-K	20221130			20221201	2022-12-01 16:59:00.0	0	0	unm-20221201_htm.xml	1					
0000016732-22-000150	16732	CAMPBELL SOUP CO	2000	US	NJ	CAMDEN	08103	CAMPBELL PL		8563424800	US	NJ	CAMDEN	08103	CAMPBELL PL		US	NJ	210419870			1-LAF	0	0731	8-K	20221130			20221201	2022-12-01 17:09:00.0	0	0	cpb-20221130_htm.xml	1					
0000023197-22-000084	23197	COMTECH TELECOMMUNICATIONS CORP /DE/	3663	US	NY	MELVILLE	11747	68 SOUTH SERVICE ROAD	SUITE 230	6319627164	US	NY	MELVILLE	11747	68 SOUTH SERVICE ROAD	SUITE 230	US	DE	112139466	COMTECH INC	19870503	2-ACC	0	0731	8-K	20221130			20221201	2022-12-01 17:05:00.0	0	0	cmtl-20221201_htm.xml	1					
0000025232-22-000046	25232	COUSINS PROPERTIES INC	6798	US	GA	ATLANTA	30326	3344 PEACHTREE ROAD, NE	SUITE 1800	404-407-1000	US	GA	ATLANTA	30326	3344 PEACHTREE ROAD, NE	SUITE 1800	US	GA	580869052			1-LAF	0	1231	8-K	20221130			20221201	2022-12-01 16:22:00.0	0	0	cuz-20221201_htm.xml	1					
0000049071-22-000079	49071	HUMANA INC	6324	US	KY	LOUISVILLE	40202	500 W MAIN ST		5025801000	US	KY	LOUISVILLE	40202	500 W. MAIN ST		US	DE	610647538	EXTENDICARE INC	19740404	1-LAF	0	1231	8-K	20221130			20221201	2022-12-01 07:11:00.0	0	0	hum-20221201_htm.xml	1					
0000064040-22-000186	64040	S&P GLOBAL INC.	7320	US	NY	NEW YORK	10041	55 WATER STREET		212-438-1000	US	NY	NEW YORK	10041	55 WATER STREET		US	NY	131026995	MCGRAW HILL FINANCIAL INC	20130502	1-LAF	0	1231	8-K	20221130			20221201	2022-12-01 09:09:00.0	0	0	spgi-20221201_htm.xml	1					
0000071829-22-000187	71829	NEWPARK RESOURCES INC	3533	US	TX	THE WOODLANDS	77381	9320 LAKESIDE BOULEVARD	SUITE 100	281-362-6800	US	TX	THE WOODLANDS	77381	9320 LAKESIDE BOULEVARD	SUITE 100	US	DE	721123385	NEW PARK MINING CO	19720828	2-ACC	0	1231	8-K	20221130			20221201	2022-12-01 16:32:00.0	0	0	nr-20221130_htm.xml	1					
0000073088-22-000155	73088	NORTHWESTERN CORP	4931	US	SD	SIOUX FALLS	57108	3010 W 69TH STREET		6059782908	US	SD	SIOUX FALLS	57108	3010 W 69TH STREET		US	DE	460172280	NORTHWESTERN PUBLIC SERVICE CO	19920703	1-LAF	0	1231	8-K	20221130			20221201	2022-12-01 10:18:00.0	0	0	nwe-20221128_htm.xml	1					
0000104169-22-000083	104169	WALMART INC.	5331	US	AR	BENTONVILLE	72716	702 SOUTHWEST 8TH ST		5012734000	US	AR	BENTONVILLE	72716	702 SOUTHWEST 8TH STREET		US	DE	710415188	WAL MART STORES INC	19920703	1-LAF	0	0131	10-Q	20221031	2023	Q3	20221201	2022-12-01 17:02:00.0	0	1	wmt-20221031_htm.xml	1					
0000200406-22-000089	200406	JOHNSON & JOHNSON	2834	US	NJ	NEW BRUNSWICK	08933	ONE JOHNSON & JOHNSON PLZ		732-524-2455	US	NJ	NEW BRUNSWICK	08933	ONE JOHNSON & JOHNSON PLZ		US	NJ	221024240			1-LAF	0	1231	8-K	20221130			20221201	2022-11-30 17:39:00.0	0	0	jnj-20221130_htm.xml	1					
