adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0000002488-23-000135	2488	ADVANCED MICRO DEVICES INC	3674	US	CA	SANTA CLARA	95054	2485 AUGUSTINE DRIVE		(408) 749-4000	US	CA	SANTA CLARA	95054	2485 AUGUSTINE DRIVE		US	DE	941692300			1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 16:17:00.0	0	0	amd-20230801_htm.xml	1					
0000004281-23-000016	4281	HOWMET AEROSPACE INC.	3350	US	PA	PITTSBURGH	15212-5872	201 ISABELLA STREET	SUITE 200	(412) 553-1940	US	PA	PITTSBURGH	15212-5872	201 ISABELLA STREET		US	DE	250317820	ARCONIC INC.	20161101	1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 16:52:00.0	0	1	hwm-20230630_htm.xml	1					
0000004977-23-000146	4977	AFLAC INC	6321	US	GA	COLUMBUS	31999	1932 WYNNTON RD		7063233431	US	GA	COLUMBUS	31999	1932 WYNNTON ROAD		US	GA	581167100	AMERICAN FAMILY CORP	19920306	1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 16:21:00.0	0	0	afl-20230801_htm.xml	1					
0000005272-23-000029	5272	AMERICAN INTERNATIONAL GROUP, INC.	6331	US	NY	NEW YORK	10020-1304	1271 AVE OF THE AMERICAS	FL 37	2127707000	US	NY	NEW YORK	10020-1304	1271 AVE OF THE AMERICAS	FL 37	US	DE	132592361	AMERICAN INTERNATIONAL GROUP INC	19920703	1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 16:21:00.0	0	0	aig-20230801_htm.xml	1					
0000005513-23-000176	5513	UNUM GROUP	6321	US	TN	CHATTANOOGA	37402	1 FOUNTAIN SQUARE		423-294-1011	US	TN	CHATTANOOGA	37402	1 FOUNTAIN SQUARE		US	DE	621598430	UNUMPROVIDENT CORP	19990702	1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 16:31:00.0	0	0	unm-20230801_htm.xml	1					
0000008818-23-000015	8818	AVERY DENNISON CORP	2670	US	OH	MENTOR	44060	8080 NORTON PARKWAY		440-534-6000	US	OH	MENTOR	44060	8080 NORTON PARKWAY		US	DE	951492269	AVERY DENNISON CORPORATION	19920703	1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 16:05:00.0	0	1	avy-20230701_htm.xml	1					
0000018230-23-000044	18230	CATERPILLAR INC	3531	US	TX	IRVING	75039	5205 N. O'CONNOR BOULEVARD	SUITE 100	9728917700	US	TX	IRVING	75039	5205 N. O'CONNOR BOULEVARD	SUITE 100	US	TX	370602744	CATERPILLAR TRACTOR CO	19860623	1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 06:32:00.0	0	0	cat-20230801_htm.xml	1					
0000018926-23-000084	18926	LUMEN TECHNOLOGIES, INC.	4813	US	LA	MONROE	71203	P O BOX 4065	100 CENTURYLINK DR	3183889000	US	LA	MONROE	71203	100 CENTURYLINK DR	P O BOX 4065	US	LA	720651161	CENTURYLINK, INC	20101108	1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 16:16:00.0	0	0	lumn-20230801_htm.xml	1					
0000018926-23-000085	18926	LUMEN TECHNOLOGIES, INC.	4813	US	LA	MONROE	71203	P O BOX 4065	100 CENTURYLINK DR	3183889000	US	LA	MONROE	71203	100 CENTURYLINK DR	P O BOX 4065	US	LA	720651161	CENTURYLINK, INC	20101108	1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 17:02:00.0	0	1	lumn-20230630_htm.xml	1					
0000024545-23-000016	24545	MOLSON COORS BEVERAGE CO	2082	US	CO	GOLDEN	80401	P.O. BOX 4030	BC555	303-279-6565	US	CO	GOLDEN	80401	P.O. BOX 4030	BC555	US	DE	840178360	MOLSON COORS BREWING CO	20050208	1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 11:13:00.0	0	1	tap-20230630_htm.xml	1					
0000030625-23-000123	30625	FLOWSERVE CORP	3561	US	TX	IRVING	75039	5215 N. O'CONNOR BLVD.	SUITE 700	9724436500	US	TX	IRVING	75039	5215 N. O'CONNOR BLVD.	SUITE 700	US	NY	310267900	DURCO INTERNATIONAL INC	19970508	1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 16:01:00.0	0	1	fls-20230630_htm.xml	1					
0000034088-23-000048	34088	EXXON MOBIL CORP	2911	US	TX	SPRING	77389-1425	22777 SPRINGWOODS VILLAGE PARKWAY		9729406000	US	TX	SPRING	77389-1425	22777 SPRINGWOODS VILLAGE PARKWAY		US	NJ	135409005	EXXON CORP	19920703	1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 10:44:00.0	0	1	xom-20230630_htm.xml	1					
0000040729-23-000023	40729	ALLY FINANCIAL INC.	6022	US	MI	DETROIT	48226	ALLY DETROIT CENTER	500 WOODWARD AVE. FLOOR 10	866-710-4623	US	MI	DETROIT	48226	ALLY DETROIT CENTER	500 WOODWARD AVE. FLOOR 10	US	DE	380572512	GMAC INC.	20090701	1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 16:04:00.0	0	1	ally-20230630_htm.xml	1					
0000049826-23-000039	49826	ILLINOIS TOOL WORKS INC	3560	US	IL	GLENVIEW	60025	155 HARLEM AVENUE		8477247500	US	IL	GLENVIEW	60025	155 HARLEM AVENUE		US	DE	361258310			1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 09:21:00.0	0	0	itw-20230801_htm.xml	1					
0000049938-23-000058	49938	IMPERIAL OIL LTD	2911	CA	AB	CALGARY	T2C 5N1	505 QUARRY PARK BOULEVARD S.E.		1-800-567-3776	CA	AB	CALGARY	T2C 5N1	505 QUARRY PARK BOULEVARD S.E.				980017682			1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 11:38:00.0	0	1	imo-20230630_htm.xml	1					
0000055242-23-000035	55242	KENNAMETAL INC	3541	US	PA	PITTSBURGH	15219	525 WILLIAM PENN PLACE	SUITE 3300	4122488000	US	PA	PITTSBURGH	15219	525 WILLIAM PENN PLACE	SUITE 3300	US	PA	250900168			1-LAF	0	0630	8-K	20230731			20230801	2023-08-01 06:45:00.0	0	0	kmt-20230801_htm.xml	1					
0000062234-23-000039	62234	MARCUS CORP	7830	US	WI	MILWAUKEE	53202-4125	100 EAST WISCONSIN AVENUE	SUITE 1900	4142726020	US	WI	MILWAUKEE	53202-4125	100 EAST WISCONSIN AVENUE	SUITE 1900	US	WI	391139844			2-ACC	0	1231	8-K	20230731			20230801	2023-08-01 09:17:00.0	0	0	mcs-20230731_htm.xml	1					
0000064996-23-000031	64996	MERCURY GENERAL CORP	6331	US	CA	LOS ANGELES	90010	4484 WILSHIRE BLVD		2139371060	US	CA	LOS ANGELES	90010	4484 WILSHIRE BLVD		US	CA	952211612			1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 16:09:00.0	0	1	mcy-20230630_htm.xml	1					
0000066570-23-000037	66570	MSA SAFETY INC	3842	US	PA	CRANBERRY TOWNSHIP	16066	1000 CRANBERRY WOODS DRIVE		724-776-8600	US	PA	CRANBERRY TOWNSHIP	16066	1000 CRANBERRY WOODS DRIVE				464914539	MINE SAFETY APPLIANCES CO	19920703	1-LAF	0	1231	10-Q	20230630	2023	Q1	20230801	2023-08-01 16:45:00.0	0	1	msa-20230630_htm.xml	1					
0000068622-23-000012	68622	QWEST CORP	4813	US	LA	MONROE	71203	P O BOX 4065	100 CENTURYLINK DRIVE	3183889000	US	LA	MONROE	71203	100 CENTURYLINK DRIVE	P O BOX 4065	US	CO	840273800	MOUNTAIN STATES TELEPHONE & TELEGRAPH CO	19910109	4-NON	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 17:05:00.0	0	1	lumn-20230630_htm.xml	1					
0000071829-23-000122	71829	NEWPARK RESOURCES INC	3533	US	TX	THE WOODLANDS	77381	9320 LAKESIDE BOULEVARD	SUITE 100	281-362-6800	US	TX	THE WOODLANDS	77381	9320 LAKESIDE BOULEVARD	SUITE 100	US	DE	721123385	NEW PARK MINING CO	19720828	2-ACC	0	1231	8-K	20230731			20230801	2023-08-01 16:25:00.0	1	0	nr-20230801_htm.xml	1					
0000072971-23-000138	72971	WELLS FARGO & COMPANY/MN	6021	US	CA	SAN FRANCISCO	94163	420 MONTGOMERY STREET		5102198806	US	CA	SAN FRANCISCO	94163	420 MONTGOMERY STREET		US	DE	410449260	WELLS FARGO & CO/MN	19981103	1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 17:03:00.0	0	1	wfc-20230630_htm.xml	1					
0000076605-23-000135	76605	PATRICK INDUSTRIES INC	3714	US	IN	ELKHART	46515	107 WEST FRANKLIN STREET PO BOX 638		574-294-7511	US	IN	ELKHART	46515	107 WEST FRANKLIN STREET PO BOX 638		US	IN	351057796			1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 17:29:00.0	0	0	patk-20230727_htm.xml	1					
0000077360-23-000032	77360	PENTAIR PLC	3550	GB		LONDON	TW13QS	REGAL HOUSE, 70 LONDON ROAD	TWICKENHAM	763-545-1730	US	MN	GOLDEN VALLEY	55416	C/O PENTAIR MANAGEMENT COMPANY	5500 WAYZATA BLVD, SUITE 900	IE		981050812	PENTAIR LTD	20121003	1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 16:22:00.0	0	0	pnr-20230731_htm.xml	1					
0000077877-23-000042	77877	PDC ENERGY, INC.	1311	US	CO	DENVER	80202	1099 18TH STREET	SUITE 1500	303-860-5800	US	CO	SUITE 1500	80202	PDC ENERGY, INC.	1099 18TH STREET	US	DE	952636730	PETROLEUM DEVELOPMENT CORP	19920703	1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 16:32:00.0	0	1	pdce-20230630_htm.xml	1					
0000078003-23-000085	78003	PFIZER INC	2834	US	NY	NEW YORK	10001-2192	66 HUDSON BOULEVARD EAST		2127332323	US	NY	NEW YORK	10001-2192	66 HUDSON BOULEVARD EAST		US	DE	135315170	PFIZER CHARLES & CO INC	19710908	1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 08:09:00.0	0	0	pfe-20230801_htm.xml	1					
0000080420-23-000036	80420	POWELL INDUSTRIES INC	3613	US	TX	HOUSTON	77075	8550 MOSLEY DR	POST OFFICE BOX 12818	7139446900	US	TX	HOUSTON	77075	8550 MOSLEY DRIVE P O BOX 12818	8550 MOSLEY DRIVE P O BOX 12818	US	NV	880106100	PROCESS SYSTEMS INC	19780926	2-ACC	0	0930	8-K	20230731			20230801	2023-08-01 17:30:00.0	0	0	powl-20230801_htm.xml	1					
0000080661-23-000037	80661	PROGRESSIVE CORP/OH/	6331	US	OH	MAYFIELD VILLAGE	44143	6300 WILSON MILLS RD		4404615000	US	OH	MAYFIELD VILLAGE	44143	6300 WILSON MILLS RD		US	OH	340963169			1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 10:14:00.0	0	1	pgr-20230630_htm.xml	1					
0000081061-23-000033	81061	PUBLIX SUPER MARKETS INC	5411	US	FL	LAKELAND	33811	3300 PUBLIX CORPORATE PARKWAY		863-688-1188	US	FL	LAKELAND	33811	3300 PUBLIX CORPORATE PARKWAY		US	FL	590324412			4-NON	0	1231	8-K	20230731			20230801	2023-08-01 14:32:00.0	0	0	ck0000081061-20230801_htm.xml	1					
0000081061-23-000034	81061	PUBLIX SUPER MARKETS INC	5411	US	FL	LAKELAND	33811	3300 PUBLIX CORPORATE PARKWAY		863-688-1188	US	FL	LAKELAND	33811	3300 PUBLIX CORPORATE PARKWAY		US	FL	590324412			4-NON	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 14:43:00.0	0	1	ck0000081061-20230701_htm.xml	1					
0000081362-23-000053	81362	QUAKER CHEMICAL CORP	2990	US	PA	CONSHOHOCKEN	19428	ONE QUAKER PARK	901 HECTOR STREET	6108324000	US	PA	CONSHOHOCKEN	19428	ONE QUAKER PARK	901 HECTOR ST	US	PA	230993790			1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 16:38:00.0	1	0	kwr-20230801_htm.xml	1					
0000081362-23-000054	81362	QUAKER CHEMICAL CORP	2990	US	PA	CONSHOHOCKEN	19428	ONE QUAKER PARK	901 HECTOR STREET	6108324000	US	PA	CONSHOHOCKEN	19428	ONE QUAKER PARK	901 HECTOR ST	US	PA	230993790			1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 16:42:00.0	0	1	kwr-20230630_htm.xml	1					
0000082811-23-000150	82811	REGAL REXNORD CORP	3621	US	WI	BELOIT	53511	200 STATE ST		6083648800	US	WI	BELOIT	53511-6254	200 STATE STREET		US	WI	390875718	REGAL BELOIT CORP	19920703	1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 06:43:00.0	0	0	rrx-20230731_htm.xml	1					
0000083246-23-000016	83246	HSBC USA INC /MD/	6021	US	NY	NEW YORK	10018	452 FIFTH AVE		212-525-5000	US	NY	NEW YORK	10018	452 FIFTH AVENUE		US	MD	132764867			4-NON	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 06:02:00.0	0	1	hsbcusa-20230630_htm.xml	1					
0000088121-23-000070	88121	SEABOARD CORP /DE/	5150	US	KS	SHAWNEE MISSION	66202	9000 W. 67TH STREET		9136768800	US	KS	SHAWNEE MISSION	66202	9000 W. 67TH STREET		US	DE	042260388	SEABOARD ALLIED MILLING CORP	19820328	1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 16:07:00.0	0	0	seb-20230731x8k_htm.xml	1					
0000088121-23-000072	88121	SEABOARD CORP /DE/	5150	US	KS	SHAWNEE MISSION	66202	9000 W. 67TH STREET		9136768800	US	KS	SHAWNEE MISSION	66202	9000 W. 67TH STREET		US	DE	042260388	SEABOARD ALLIED MILLING CORP	19820328	1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 16:10:00.0	0	1	seb-20230701x10q_htm.xml	1					
0000089089-23-000049	89089	SERVICE CORP INTERNATIONAL	7200	US	TX	HOUSTON	77019	1929 ALLEN PKWY	P O BOX 130548	7135225141	US	TX	HOUSTON	77219-0548	P O BOX 130548		US	TX	741488375	SERVICE CORPORATION INTERNATIONAL	19920703	1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 16:42:00.0	0	0	sci-20230801_htm.xml	1					
0000089439-23-000056	89439	MUELLER INDUSTRIES INC	3350	US	TN	COLLIERVILLE	38017	SUITE 100	150 SCHILLING BOULEVARD	(901)753-3200	US	TN	COLLIERVILLE	38017	SUITE 100	150 SCHILLING BOULEVARD	US	DE	250790410	SHARON STEEL CORP	19910103	1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 13:56:00.0	0	0	mli-20230728_htm.xml	1					
0000091767-23-000038	91767	SONOCO PRODUCTS CO	2650	US	SC	HARTSVILLE	29551-0160	ONE NORTH SECOND ST	P O BOX 160	8433837000	US	SC	HARTSVILLE	29550	ONE N. SECOND STREET		US	SC	570248420			1-LAF	0	1231	8-K	20230731			20230801	2023-07-31 17:57:00.0	0	0	son-20230731_htm.xml	1					
0000093556-23-000022	93556	STANLEY BLACK & DECKER, INC.	3420	US	CT	NEW BRITAIN	06053	1000 STANLEY DR	P O BOX 7000	8602255111	US	CT	NEW BRITAIN	06053	1000 STANLEY DR		US	CT	060548860	STANLEY WORKS	19920703	1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 06:17:00.0	0	0	swk-20230801_htm.xml	1					
0000093556-23-000025	93556	STANLEY BLACK & DECKER, INC.	3420	US	CT	NEW BRITAIN	06053	1000 STANLEY DR	P O BOX 7000	8602255111	US	CT	NEW BRITAIN	06053	1000 STANLEY DR		US	CT	060548860	STANLEY WORKS	19920703	1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 14:18:00.0	0	1	swk-20230701_htm.xml	1					
0000096021-23-000087	96021	SYSCO CORP	5140	US	TX	HOUSTON	77077	1390 ENCLAVE PKWY		281-584-1390	US	TX	HOUSTON	77077	1390 ENCLAVE PKWY		US	DE	741648137			1-LAF	0	0630	8-K	20230731			20230801	2023-08-01 08:06:00.0	0	0	syy-20230801_htm.xml	1					
0000097216-23-000174	97216	TEREX CORP	3537	US	CT	NORWALK	06850	45 GLOVER AVENUE	4TH FLOOR	2032227170	US	CT	NORWALK	06850	45 GLOVER AVENUE	4TH FLOOR	US	DE	341531521			1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 16:19:00.0	0	0	tex-20230801_htm.xml	1					
0000099780-23-000113	99780	TRINITY INDUSTRIES INC	3743	US	TX	DALLAS	75254	14221 N DALLAS PARKWAY	SUITE 1100	214-631-4420	US	TX	DALLAS	75254	14221 N DALLAS PARKWAY	SUITE 1100	US	DE	750225040	TRINITY STEEL CO INC	19720407	1-LAF	0	1231	8-K	20230731			20230801	2023-08-01 09:40:00.0	0	0	trn-20230801_htm.xml	1					
0000099780-23-000115	99780	TRINITY INDUSTRIES INC	3743	US	TX	DALLAS	75254	14221 N DALLAS PARKWAY	SUITE 1100	214-631-4420	US	TX	DALLAS	75254	14221 N DALLAS PARKWAY	SUITE 1100	US	DE	750225040	TRINITY STEEL CO INC	19720407	1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 16:11:00.0	0	1	trn-20230630_htm.xml	1					
0000102212-23-000049	102212	UNIVEST FINANCIAL CORP	6022	US	PA	SOUDERTON	18964	14 NORTH MAIN STREET	PO BOX 197	2157212400	US	PA	SOUDERTON	18964	14 NORTH MAIN STREET	PO BOX 197	US	PA	231886144	UNIVEST CORP OF PENNSYLVANIA	19920703	2-ACC	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 12:52:00.0	0	1	uvsp-20230630_htm.xml	1					
0000102729-23-000046	102729	VALMONT INDUSTRIES INC	3440	US	NE	OMAHA	68154	15000 VALMONT PLAZA		402-963-1000	US	NE	OMAHA	68154	15000 VALMONT PLAZA		US	DE	470351813	VALLEY MANUFACTURING CO	19680822	1-LAF	0	1231	10-Q	20230630	2023	Q2	20230801	2023-08-01 16:47:00.0	0	1	vmi-20230701x10q_htm.xml	1					
