adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0000003570-22-000099	3570	CHENIERE ENERGY INC	4924	US	TX	HOUSTON	77002	700 MILAM ST.	SUITE 1900	7133755000	US	TX	HOUSTON	77002	700 MILAM ST.	SUITE 1900	US	DE	954352386	CHENIERE ENERGY INC	19960827	1-LAF	0	1231	8-K	20220930			20221003	2022-10-03 16:18:00.0	0	0	lng-20221003_htm.xml	1					
0000040211-22-000104	40211	GATX CORP	4700	US	IL	CHICAGO	60606-7147	233 SOUTH WACKER DRIVE		3126216200	US	IL	CHICAGO	60606-7147	233 SOUTH WACKER DRIVE		US	NY	361124040	GENERAL AMERICAN TRANSPORTATION CORP	19750722	1-LAF	0	1231	8-K	20220930			20221003	2022-10-03 08:32:00.0	0	0	gatx-20220930_htm.xml	1					
0000063908-22-000050	63908	MCDONALDS CORP	5812	US	IL	CHICAGO	60607	110 NORTH CARPENTER STREET		630 623 3000	US	IL	CHICAGO	60607	110 NORTH CARPENTER STREET		US	DE	362361282			1-LAF	0	1231	8-K	20220930			20221003	2022-10-03 16:16:00.0	0	0	mcd-20220930_htm.xml	1					
0000074303-22-000136	74303	OLIN CORP	2800	US	MO	CLAYTON	63105	OLIN CORPORATION	190 CARONDELET PLAZA SUITE 1530	3144801400	US	MO	CLAYTON	63105	OLIN CORPORATION	190 CARONDELET PLAZA SUITE 1530	US	VA	131872319	OLIN CORP	19920703	1-LAF	0	1231	8-K	20220930			20221003	2022-10-03 17:31:00.0	0	0	oln-20221003_htm.xml	1					
0000078890-22-000392	78890	BRINKS CO	4731	US	VA	RICHMOND	23226-1800	1801 BAYBERRY COURT	P O BOX 18100	804-289-9600	US	VA	RICHMOND	23226-8100	1801 BAYBERRY COURT	P O BOX 18100	US	VA	541317776	PITTSTON CO	19920703	1-LAF	0	1231	8-K	20220930			20221003	2022-10-03 17:15:00.0	1	0	bco-20221003_htm.xml	1					
0000081061-22-000037	81061	PUBLIX SUPER MARKETS INC	5411	US	FL	LAKELAND	33811	3300 PUBLIX CORPORATE PARKWAY		863-688-1188	US	FL	LAKELAND	33811	3300 PUBLIX CORPORATE PARKWAY		US	FL	590324412			4-NON	0	1231	8-K	20220930			20221003	2022-10-03 16:11:00.0	0	0	ck0000081061-20221003_htm.xml	1					
0000107815-22-000285	783325	WEC ENERGY GROUP, INC.	4931	US	WI	MILWAUKEE	53201	231 W MICHIGAN ST	P O BOX 1331	414-221-2345	US	WI	MILWAUKEE	53201	231 WEST MICHIGAN STREET	P O BOX 1331	US	WI	391391525	WISCONSIN ENERGY CORP	19920703	1-LAF	0	1231	8-K	20220930			20221003	2022-10-03 17:00:00.0	0	0	wec-20220929_htm.xml	3	107815 107833				
0000107815-22-000287	783325	WEC ENERGY GROUP, INC.	4931	US	WI	MILWAUKEE	53201	231 W MICHIGAN ST	P O BOX 1331	414-221-2345	US	WI	MILWAUKEE	53201	231 WEST MICHIGAN STREET	P O BOX 1331	US	WI	391391525	WISCONSIN ENERGY CORP	19920703	1-LAF	0	1231	8-K	20220930			20221003	2022-10-03 17:13:00.0	0	0	wec-20221003_htm.xml	1					
0000202058-22-000060	202058	L3HARRIS TECHNOLOGIES, INC. /DE/	3812	US	FL	MELBOURNE	32919	1025 W NASA BLVD		3217279100	US	FL	MELBOURNE	32919	1025 W NASA BLVD		US	DE	340276860	HARRIS CORP /DE/	19920703	1-LAF	0	1231	8-K	20220930			20221003	2022-10-03 09:02:00.0	0	0	hrs-20221003_htm.xml	1					
0000277509-22-000040	277509	FEDERAL SIGNAL CORP /DE/	3711	US	IL	OAK BROOK	60523	1415 WEST 22ND STREET	SUITE 1100	630-954-2000	US	IL	OAK BROOK	60523	1415 WEST 22ND STREET	SUITE 1100	US	DE	361063330	FEDERAL SIGN & SIGNAL CORP /DE/	19600201	1-LAF	0	1231	8-K	20220930			20221003	2022-10-03 15:42:00.0	0	0	fss-20221003_htm.xml	1					
