adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0000006955-23-000016	6955	ENERPAC TOOL GROUP CORP	3590	US	WI	MENOMONEE FALLS	53051	N86 W12500 WESTBROOK CROSSING		262-293-1697	US	WI	MENOMONEE FALLS	53051	N86 W12500 WESTBROOK CROSSING		US	WI	390168610	ACTUANT CORP	20010110	1-LAF	0	0831	8-K	20230831			20230901	2023-09-01 16:46:00.0	0	0	epac-20230830_htm.xml	1					
0000009389-23-000034	9389	BALL CORP	3411	US	CO	WESTMINSTER	80021	9200 W. 108TH CIRCLE		3034695511	US	CO	WESTMINSTER	80021	9200 W. 108TH CIRCLE		US	IN	350160610	BALL CORP	19920703	1-LAF	0	1231	8-K	20230831			20230901	2023-09-01 09:03:00.0	0	0	ball-20230901x8k_htm.xml	1					
0000028917-23-000029	28917	DILLARD'S, INC.	5311	US	AR	LITTLE ROCK	72201	1600 CANTRELL RD		5013765200	US	AR	LITTLE ROCK	72201	1600 CANTRELL ROAD		US	AR	710388071	DILLARDS INC	19980622	1-LAF	0	0131	10-Q	20230731	2023	Q2	20230901	2023-09-01 16:19:00.0	0	1	dds-20230729x10q_htm.xml	1					
0000037996-23-000055	37996	FORD MOTOR CO	3711	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		3133223000	US	MI	DEARBORN	48126	ONE AMERICAN RD		US	DE	380549190			1-LAF	0	1231	8-K	20230831			20230901	2023-09-01 08:31:00.0	0	0	f-20230901_htm.xml	1					
0000055529-23-000017	55529	KEWAUNEE SCIENTIFIC CORP /DE/	3821	US	NC	STATESVILLE	28677	2700 W FRONT ST		7048737202	US	NC	STATESVILLE	28687-1842	P O BOX 1842		US	DE	380715562	KEWAUNEE SCIENTIFIC EQUIPMENT CORP /DE/	19861216	4-NON	0	0430	8-K	20230831			20230901	2023-08-31 17:39:00.0	0	0	kequ-20230831_htm.xml	1					
0000055529-23-000019	55529	KEWAUNEE SCIENTIFIC CORP /DE/	3821	US	NC	STATESVILLE	28677	2700 W FRONT ST		7048737202	US	NC	STATESVILLE	28687-1842	P O BOX 1842		US	DE	380715562	KEWAUNEE SCIENTIFIC EQUIPMENT CORP /DE/	19861216	4-NON	0	0430	10-Q	20230731	2024	Q1	20230901	2023-09-01 09:47:00.0	0	1	kequ-20230731_htm.xml	1					
0000066382-23-000065	66382	MILLERKNOLL, INC.	2520	US	MI	ZEELAND	49464-0302	855 E MAIN AVE	PO BOX 302	6166543000	US	MI	ZEELAND	49464	855 E MAIN AVE		US	MI	380837640	HERMAN MILLER INC	20191119	1-LAF	0	0531	DEF 14A	20230531			20230901	2023-09-01 08:48:00.0	0	0	mlkn-20230901_htm.xml	1					
0000072333-23-000150	72333	NORDSTROM INC	5651	US	WA	SEATTLE	98101-4407	1617 SIXTH AVENUE		2066282111	US	WA	SEATTLE	98101	1617 SIXTH AVENUE		US	WA	910515058	NORDSTROM BEST INC	19730611	1-LAF	0	0131	10-Q	20230731	2023	Q2	20230901	2023-09-01 16:48:00.0	0	1	jwn-20230729_htm.xml	1					
0000072903-23-000131	72903	XCEL ENERGY INC	4931	US	MN	MINNEAPOLIS	55401	414 NICOLLET MALL		6123305500	US	MN	MINNEAPOLIS	55401	414 NICOLLET MALL		US	MN	410448030	NORTHERN STATES POWER CO /MN/	19920703	1-LAF	0	1231	8-K	20230831			20230901	2023-09-01 17:05:00.0	0	0	xel-20230901_htm.xml	2	72909				
0000074303-23-000160	74303	OLIN CORP	2800	US	MO	CLAYTON	63105	OLIN CORPORATION	190 CARONDELET PLAZA SUITE 1530	3144801400	US	MO	CLAYTON	63105	OLIN CORPORATION	190 CARONDELET PLAZA SUITE 1530	US	VA	131872319	OLIN CORP	19920703	1-LAF	0	1231	8-K	20230831			20230901	2023-09-01 07:46:00.0	0	0	oln-20230901_htm.xml	1					
0000075288-23-000013	75288	OXFORD INDUSTRIES INC	2320	US	GA	ATLANTA	30309	999 PEACHTREE STREET NE	SUITE 688	404-659-2424	US	GA	ATLANTA	30309	999 PEACHTREE STREET NE	SUITE 688	US	GA	580831862			1-LAF	0	0131	10-Q	20230731	2023	Q2	20230901	2023-09-01 13:40:00.0	0	1	oxm-20230729x10q_htm.xml	1					
0000104169-23-000097	104169	WALMART INC.	5331	US	AR	BENTONVILLE	72716	702 SOUTHWEST 8TH ST		5012734000	US	AR	BENTONVILLE	72716	702 SOUTHWEST 8TH STREET		US	DE	710415188	WAL MART STORES INC	19920703	1-LAF	0	0131	10-Q	20230731	2024	Q2	20230901	2023-09-01 16:47:00.0	0	1	wmt-20230731_htm.xml	1					
0000107140-23-000163	107140	JOHN WILEY & SONS, INC.	2731	US	NJ	HOBOKEN	07030	111 RIVER STREET		2017486000	US	NJ	HOBOKEN	07030	111 RIVER STREET		US	NY	135593032	WILEY JOHN & SONS, INC.	20070820	1-LAF	0	0430	8-K	20230831			20230901	2023-09-01 15:23:00.0	0	0	jwa-20230901_htm.xml	1					
0000107815-23-000206	783325	WEC ENERGY GROUP, INC.	4931	US	WI	MILWAUKEE	53201	231 W MICHIGAN ST	P O BOX 1331	414-221-2345	US	WI	MILWAUKEE	53201	231 WEST MICHIGAN STREET	P O BOX 1331	US	WI	391391525	WISCONSIN ENERGY CORP	19920703	1-LAF	0	1231	8-K	20230831			20230901	2023-09-01 16:16:00.0	0	0	wec-20230901_htm.xml	1					
0000108985-23-000092	108985	YORK WATER CO	4941	US	PA	YORK	17401-1219	130 E MARKET ST		7178453601	US	PA	YORK	17401-1219	130 EAST MARKET STREET		US	PA	231242500			4-NON	0	1231	8-K	20230831			20230901	2023-09-01 07:45:00.0	0	0	form8k-082723_htm.xml	1					
0000110471-23-000122	110471	WOLVERINE WORLD WIDE INC /DE/	3140	US	MI	ROCKFORD	49351	9341 COURTLAND DR		6168665500	US	MI	ROCKFORD	49351	9341 COURTLAND DR		US	MI	381185150			1-LAF	0	1231	8-K	20230831			20230901	2023-08-31 20:32:00.0	0	0	www-20230831_htm.xml	1					
0000701985-23-000030	701985	BATH & BODY WORKS, INC.	5621	US	OH	COLUMBUS	43230	THREE LIMITED PKWY	P O BOX 16000	6144157000	US	OH	COLUMBUS	43230	THREE LIMITED PARKWAY	P.O. BOX 16000	US	DE	311029810	L BRANDS, INC.	20130322	1-LAF	0	0131	10-Q	20230731	2023	Q2	20230901	2023-09-01 16:59:00.0	0	1	bbwi-20230729_htm.xml	1					
0000714562-23-000030	714562	FIRST FINANCIAL CORP /IN/	6022	US	IN	TERRE HAUTE	47807	ONE FIRST FINANCIAL PLAZA		(812) 238-6000	US	IN	TERRE HAUTE	47807	ONE FIRST FINANCIAL PLAZA		US	IN	351546989	TERRE HAUTE FIRST CORP	19850808	2-ACC	0	1231	8-K	20230831			20230901	2023-09-01 12:00:00.0	0	0	tmb-20230901x8k_htm.xml	1					
0000715072-23-000210	715072	RENASANT CORP	6022	US	MS	TUPELO	38804-4827	209 TROY STREET		(662) 680-1001	US	MS	TUPELO	38802-0709	P.O. BOX 709		US	MS	640676974	PEOPLES HOLDING CO	19920703	1-LAF	0	1231	8-K	20230831			20230901	2023-09-01 09:32:00.0	0	0	rnst-20230901_htm.xml	1					
0000764478-23-000041	764478	BEST BUY CO INC	5731	US	MN	RICHFIELD	55423	7601 PENN AVE SOUTH		6122911000	US	MN	RICHFIELD	55423	7601 PENN AVE SOUTH		US	MN	410907483	BEST BUYS CO INC	19900809	1-LAF	0	0131	10-Q	20230731	2024	Q2	20230901	2023-09-01 16:02:00.0	0	1	bby-20230729x10q_htm.xml	1					
0000852772-23-000088	852772	DENNY'S CORP	5812	US	SC	SPARTANBURG	29319	203 EAST MAIN STREET		8645978000	US	SC	SPARTANBURG	29319	203 EAST MAIN STREET		US	DE	133487402	DENNYS CORP	20020801	2-ACC	0	1231	8-K	20230831			20230901	2023-09-01 16:11:00.0	0	0	denn-20230830_htm.xml	1					
0000896878-23-000034	896878	INTUIT INC.	7372	US	CA	MOUNTAIN VIEW	94043	2700 COAST AVENUE		650-944-6000	US	CA	MOUNTAIN VIEW	94039-7850	P.O. BOX 7850		US	DE	770034661	INTUIT INC	19930204	1-LAF	1	0731	10-K	20230731	2023	FY	20230901	2023-09-01 16:08:00.0	0	1	intu-20230731_htm.xml	1		115500000000.00	20230131		1
0000930413-23-002074	744187	REX AMERICAN RESOURCES CORP	2860	US	OH	DAYTON	45459	7720 PARAGON ROAD		9372763931	US	OH	DAYTON	45459	7720 PARAGON ROAD		US	DE	311095548	REX STORES CORP	19930915	2-ACC	0	0131	10-Q	20230731	2023	Q2	20230901	2023-09-01 11:12:00.0	0	1	c106955_10q-ixbrl_htm.xml	1					
0000943374-23-000367	1847360	1895 BANCORP OF WISCONSIN, INC. /MD/	6036	US	WI	GREENFIELD	53220	7001 WEST EDGERTON AVENUE		4144218200	US	WI	GREENFIELD	53220	7001 WEST EDGERTON AVENUE		US	MD	000000000			4-NON	0	1231	8-K	20230831			20230901	2023-09-01 16:15:00.0	0	0	form8k_090123_htm.xml	1					
0000950142-23-002330	1592058	PARTY CITY HOLDCO INC.	5900	US	NJ	WOODCLIFF LAKE	07677	100 TICE BLVD.		914-345-2020	US	NJ	WOODCLIFF LAKE	07677	100 TICE BLVD.		US	DE	460539758	PC TOPCO HOLDINGS, INC.	20131114	1-LAF	0	1231	8-K	20230831			20230901	2023-09-01 16:05:00.0	0	0	eh230395671_8k_htm.xml	1					
0000950170-23-045914	1673358	YUM CHINA HOLDINGS, INC.	5812	US	TX	PLANO	75074	101 EAST PARK BOULEVARD, SUITE 805		(469)980-2898	US	TX	PLANO	75074	101 EAST PARK BOULEVARD, SUITE 805		US	DE	812421743	YUM! CHINA HOLDING, INC.	20160428	1-LAF	0	1231	8-K	20230831			20230901	2023-09-01 07:09:00.0	0	0	yumc-20230901_htm.xml	1					
0000950170-23-045920	94344	STEWART INFORMATION SERVICES CORP	6361	US	TX	HOUSTON	77056	1360 POST OAK BLVD	SUITE 100	7136258100	US	TX	HOUSTON	77056	1360 POST OAK BLVD	SUITE 100	US	DE	741677330			1-LAF	0	1231	8-K	20230831			20230901	2023-09-01 08:46:00.0	0	0	stc-20230901_htm.xml	1					
0000950170-23-045921	1826470	PETCO HEALTH & WELLNESS COMPANY, INC.	5990	US	CA	SAN DIEGO	92127	10850 VIA FRONTERA		1-858-453-7845	US	CA	SAN DIEGO	92127	10850 VIA FRONTERA		US	DE	811005932	PET ACQUISITION LLC	20200929	1-LAF	0	0131	10-Q	20230731	2023	Q2	20230901	2023-09-01 08:46:00.0	0	1	woof-20230729_htm.xml	1					
0000950170-23-045923	1732409	GRAYSCALE BITCOIN CASH TRUST (BCH)	6221	US	CT	STAMFORD	06902	290 HARBOR DRIVE	4TH FLOOR	212 668 1427	US	CT	STAMFORD	06902	290 HARBOR DRIVE	4TH FLOOR	US	DE	826867376	BITCOIN CASH INVESTMENT TRUST	20180222	4-NON	0	0630	10-K	20230630	2023	FY	20230901	2023-09-01 08:52:00.0	0	1	bchg-20230630_htm.xml	1		12219852.00	20221231		1
0000950170-23-045926	1732406	GRAYSCALE LITECOIN TRUST (LTC)	6221	US	CT	STAMFORD	06902	290 HARBOR DRIVE	4TH FLOOR	212 668 1427	US	CT	STAMFORD	06902	290 HARBOR DRIVE	4TH FLOOR	US	DE	826868171	LITECOIN INVESTMENT TRUST	20180222	4-NON	0	0630	10-K	20230630	2023	FY	20230901	2023-09-01 08:54:00.0	0	1	ltcn-20230630_htm.xml	1		33406262.00	20221231		1
0000950170-23-045927	1729997	GRAYSCALE DIGITAL LARGE CAP FUND LLC	6221	US	CT	STAMFORD	06902	290 HARBOR DRIVE	4TH FLOOR	212-668-1427	US	CT	STAMFORD	06902	290 HARBOR DRIVE	4TH FLOOR	KY		981406784			4-NON	0	0630	10-K	20230630	2023	FY	20230901	2023-09-01 08:55:00.0	0	1	gdlc-20230630_htm.xml	1		55521802.00	20221231		1
0000950170-23-045928	895447	SHOE CARNIVAL INC	5661	US	IN	EVANSVILLE	47715	7500 EAST COLUMBIA STREET		8128676471	US	IN	EVANSVILLE	47715	7500 EAST COLUMBIA STREET		US	IN	351736614			2-ACC	0	0131	10-Q	20230731	2023	Q2	20230901	2023-09-01 09:01:00.0	0	1	scvl-20230729_htm.xml	1					
0000950170-23-045997	1858257	AVIDXCHANGE HOLDINGS, INC.	7372	US	NC	CHARLOTTE	28206	1210 AVIDXCHANGE LANE		8005609305	US	NC	CHARLOTTE	28206	1210 AVIDXCHANGE LANE		US	DE	000000000			1-LAF	0	1231	8-K/A	20230731			20230901	2023-09-01 13:23:00.0	0	0	avdx-20230802_htm.xml	1					
0000950170-23-046052	1498382	KINTARA THERAPEUTICS, INC.	2834	US	CA	SAN DIEGO	92121	9920 PACIFIC HEIGHTS BLVD, SUITE 150		(858) 350-4364	US	CA	SAN DIEGO	92121	9920 PACIFIC HEIGHTS BLVD, SUITE 150		US	NV	990360497	DELMAR PHARMACEUTICALS, INC.	20130123	4-NON	0	0630	PRE 14A	20230930			20230901	2023-09-01 16:06:00.0	0	0	ktra-20230901_htm.xml	1					
0000950170-23-046054	1029142	DYNAVAX TECHNOLOGIES CORP	2834	US	CA	EMERYVILLE	94608	2100 POWELL STREET	SUITE 720	5108485100	US	CA	EMERYVILLE	94608	2100 POWELL STREET	SUITE 720	US	DE	330728374			1-LAF	0	1231	8-K	20230831			20230901	2023-09-01 16:06:00.0	0	0	dvax-20230829_htm.xml	1					
0000950170-23-046058	1396033	LL FLOORING HOLDINGS, INC.	5211	US	VA	RICHMOND	23230	4901 BAKERS MILL LANE		757-259-4280	US	VA	RICHMOND	23230	4901 BAKERS MILL LANE				271310817	LUMBER LIQUIDATORS HOLDINGS, INC.	20100106	2-ACC	0	1231	8-K	20230831			20230901	2023-09-01 16:07:00.0	0	0	ll-20230901_htm.xml	1					
0000950170-23-046074	36146	TRUSTMARK CORP	6021	US	MS	JACKSON	39201	248 E CAPITOL ST	P O BOX 291	(601) 208-5111	US	MS	JACKSON	39201	248 EAST CAPITOL STREET		US	MS	640471500	FIRST CAPITAL CORP	19900513	1-LAF	0	1231	8-K	20230831			20230901	2023-09-01 16:31:00.0	0	0	trmk-20230830_htm.xml	1					
0000950170-23-046075	1907685	COMERA LIFE SCIENCES HOLDINGS, INC.	2834	US	MA	WOBURN	01801	12 GILL STREET	SUITE 4650	(617)871-2101	US	MA	WOBURN	01801	12 GILL STREET	SUITE 4650	US	DE	874706968			4-NON	0	1231	8-K	20230831			20230901	2023-09-01 16:31:00.0	0	0	cmra-20230831_htm.xml	1					
